timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,instant_throughput_events_per_second,average_throughput_events_per_second,watermark_strategy,parallelism
1782469126811,watermark-ADAPTIVE,2,1782469121809,1782469126811,5002,6312,259352,1261.895,1055.770,ADAPTIVE,4
1782469127207,watermark-ADAPTIVE,0,1782469122120,1782469127207,5087,4903,259423,963.829,1054.355,ADAPTIVE,4
1782469129092,watermark-ADAPTIVE,3,1782469124063,1782469129092,5029,6631,264826,1318.552,1068.334,ADAPTIVE,4
1782469129144,watermark-ADAPTIVE,1,1782469124100,1782469129144,5044,5013,259168,993.854,1045.197,ADAPTIVE,4
1782469131847,watermark-ADAPTIVE,2,1782469126811,1782469131847,5036,4623,263975,917.990,1053.002,ADAPTIVE,4
1782469132874,watermark-ADAPTIVE,0,1782469127207,1782469132874,5667,5325,264748,939.651,1051.773,ADAPTIVE,4
1782469134094,watermark-ADAPTIVE,3,1782469129092,1782469134094,5002,5229,270055,1045.382,1067.880,ADAPTIVE,4
1782469134146,watermark-ADAPTIVE,1,1782469129144,1782469134146,5002,5028,264196,1005.198,1044.406,ADAPTIVE,4
1782469137321,watermark-ADAPTIVE,2,1782469131847,1782469137321,5474,3374,267349,616.368,1043.672,ADAPTIVE,4
1782469137925,watermark-ADAPTIVE,0,1782469132874,1782469137925,5051,5173,269921,1024.154,1051.229,ADAPTIVE,4
1782469139098,watermark-ADAPTIVE,3,1782469134094,1782469139098,5004,5595,275650,1118.106,1068.854,ADAPTIVE,4
1782469139228,watermark-ADAPTIVE,1,1782469134146,1782469139228,5082,5726,269922,1126.722,1046.027,ADAPTIVE,4
1782469142324,watermark-ADAPTIVE,2,1782469137321,1782469142324,5003,6086,273435,1216.470,1046.982,ADAPTIVE,4
1782469143175,watermark-ADAPTIVE,0,1782469137925,1782469143175,5250,6476,276397,1233.524,1054.882,ADAPTIVE,4
1782469144161,watermark-ADAPTIVE,3,1782469139098,1782469144161,5063,5865,281515,1158.404,1070.578,ADAPTIVE,4
1782469144257,watermark-ADAPTIVE,1,1782469139228,1782469144257,5029,6313,276235,1255.319,1050.028,ADAPTIVE,4
